Timestamp,Matched_Keyword,Question,Implied_Probability,Volume_USD,Link
2026-09-12 17:24:21,democrat,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,N/A,38929694.55671014,https://polymarket.com/market/will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445
2026-09-12 17:24:21,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,N/A,31515703.048226006,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-12 17:24:21,democrat,Will John Fetterman win the 2028 Democratic presidential nomination?,N/A,25593967.144834,https://polymarket.com/market/will-john-fetterman-win-the-2028-democratic-presidential-nomination-941
2026-09-12 17:24:21,democrat,Will Jared Polis win the 2028 Democratic presidential nomination?,N/A,27347557.555758,https://polymarket.com/market/will-jared-polis-win-the-2028-democratic-presidential-nomination-837
2026-09-12 17:24:21,democrat,Will Jon Stewart win the 2028 Democratic presidential nomination?,N/A,24723035.62953001,https://polymarket.com/market/will-jon-stewart-win-the-2028-democratic-presidential-nomination-518
2026-09-12 17:24:21,democrat,Will Barack Obama win the 2028 Democratic presidential nomination?,N/A,34032752.89074403,https://polymarket.com/market/will-barack-obama-win-the-2028-democratic-presidential-nomination-265
2026-09-12 17:24:21,democrat,Will Hillary Clinton win the 2028 Democratic presidential nomination?,N/A,43821967.420470044,https://polymarket.com/market/will-hillary-clinton-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Bernie Sanders win the 2028 Democratic presidential nomination?,N/A,52737365.09123902,https://polymarket.com/market/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879
2026-09-12 17:24:21,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,N/A,43965868.04742705,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,biden,Will Hunter Biden win the 2028 Democratic presidential nomination?,N/A,44389512.298681036,https://polymarket.com/market/will-person-a-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will George Clooney win the 2028 Democratic presidential nomination?,N/A,43405987.27337502,https://polymarket.com/market/will-george-clooney-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,N/A,50431721.22225201,https://polymarket.com/market/will-chelsea-clinton-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will MrBeast win the 2028 Democratic presidential nomination?,N/A,40994347.771763,https://polymarket.com/market/will-mrbeast-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,N/A,12505746.39587599,https://polymarket.com/market/will-dwayne-the-rock-johnson-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,N/A,54387864.664329015,https://polymarket.com/market/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Andrew Yang win the 2028 Democratic presidential nomination?,N/A,48730907.92160399,https://polymarket.com/market/will-andrew-yang-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,N/A,42810594.07664806,https://polymarket.com/market/will-beto-orourke-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Kim Kardashian win the 2028 Democratic presidential nomination?,N/A,42861290.638171025,https://polymarket.com/market/will-kim-kardashian-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,democrat,Will Elissa Slotkin win the 2028 Democratic presidential nomination?,N/A,1180800.5934470003,https://polymarket.com/market/will-elissa-slotkin-win-the-2028-democratic-presidential-nomination
2026-09-12 17:24:21,election,Will Gretchen Whitmer win the 2028 US Presidential Election?,N/A,15579445.289762,https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-us-presidential-election
2026-09-12 17:24:21,election,Will Ron DeSantis win the 2028 US Presidential Election?,N/A,12578265.313007003,https://polymarket.com/market/will-ron-desantis-win-the-2028-us-presidential-election
2026-09-12 17:24:21,trump,Will Ivanka Trump win the 2028 US Presidential Election?,N/A,8211745.928191002,https://polymarket.com/market/will-ivanka-trump-win-the-2028-us-presidential-election
2026-09-12 17:24:21,election,Will Abigail Spanberger win the 2028 US Presidential Election?,N/A,304371.512,https://polymarket.com/market/will-abigail-spanberger-win-the-2028-us-presidential-election
2026-09-12 17:31:50,newsom,Will Gavin Newsom win the 2028 Democratic presidential nomination?,YES: 13.9% ($0.14) | NO: 86.2% ($0.86),27234626.241445996,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568
2026-09-12 17:31:50,democrat,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,YES: 17.6% ($0.18) | NO: 82.3% ($0.82),15145911.98109599,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653
2026-09-12 17:31:50,democrat,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,YES: 5.7% ($0.06) | NO: 94.3% ($0.94),11987780.671215013,https://polymarket.com/market/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687
2026-09-12 17:31:50,democrat,Will Josh Shapiro win the 2028 Democratic presidential nomination?,YES: 6.3% ($0.06) | NO: 93.7% ($0.94),9879705.557846,https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
2026-09-12 17:31:50,democrat,Will Wes Moore win the 2028 Democratic presidential nomination?,YES: 1.6% ($0.02) | NO: 98.5% ($0.98),18419036.797280997,https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
2026-09-12 17:31:50,democrat,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),23008722.381689,https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
2026-09-12 17:31:50,harris,Will Kamala Harris win the 2028 Democratic presidential nomination?,YES: 7.8% ($0.08) | NO: 92.2% ($0.92),13193989.705646,https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
2026-09-12 17:31:50,democrat,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),12045077.492072998,https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676
2026-09-12 17:31:50,democrat,Will Andy Beshear win the 2028 Democratic presidential nomination?,YES: 2.6% ($0.03) | NO: 97.4% ($0.97),13156104.774033988,https://polymarket.com/market/will-andy-beshear-win-the-2028-democratic-presidential-nomination-832
2026-09-12 17:31:50,democrat,Will Jon Ossoff win the 2028 Democratic presidential nomination?,YES: 16.2% ($0.16) | NO: 83.9% ($0.84),12886118.178944012,https://polymarket.com/market/will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885
2026-09-12 17:31:50,democrat,Will Mark Cuban win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),22929453.16620101,https://polymarket.com/market/will-mark-cuban-win-the-2028-democratic-presidential-nomination-329
2026-09-12 17:31:50,democrat,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,YES: 1.4% ($0.01) | NO: 98.7% ($0.99),15649140.897768985,https://polymarket.com/market/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288
2026-09-12 17:31:50,democrat,Will Raphael Warnock win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),32183910.269714,https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
2026-09-12 17:31:50,democrat,Will Cory Booker win the 2028 Democratic presidential nomination?,YES: 0.7% ($0.01) | NO: 99.4% ($0.99),26281415.436262004,https://polymarket.com/market/will-corey-booker-win-the-2028-democratic-presidential-nomination-125
2026-09-12 17:31:50,democrat,Will Tim Walz win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43351808.53342804,https://polymarket.com/market/will-tim-walz-win-the-2028-democratic-presidential-nomination-475
2026-09-12 17:31:50,democrat,Will Michelle Obama win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),26243075.03258501,https://polymarket.com/market/will-michelle-obama-win-the-2028-democratic-presidential-nomination-777
2026-09-12 17:31:50,democrat,Will Mark Kelly win the 2028 Democratic presidential nomination?,YES: 2.9% ($0.03) | NO: 97.1% ($0.97),17550323.551484995,https://polymarket.com/market/will-mark-kelly-win-the-2028-democratic-presidential-nomination-479
2026-09-12 17:31:50,democrat,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,YES: 2.5% ($0.03) | NO: 97.5% ($0.97),14548174.053986,https://polymarket.com/market/will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299
2026-09-12 17:31:50,democrat,Will Gina Raimondo win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),35767988.234999016,https://polymarket.com/market/will-gina-raimondo-win-the-2028-democratic-presidential-nomination-676
2026-09-12 17:31:50,democrat,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),38929694.55671014,https://polymarket.com/market/will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445
2026-09-12 17:31:50,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),31515703.048226006,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-12 17:31:50,democrat,Will John Fetterman win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),25593967.144834,https://polymarket.com/market/will-john-fetterman-win-the-2028-democratic-presidential-nomination-941
2026-09-12 17:31:50,democrat,Will Jared Polis win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),27347557.555758,https://polymarket.com/market/will-jared-polis-win-the-2028-democratic-presidential-nomination-837
2026-09-12 17:31:50,democrat,Will Jon Stewart win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),24723035.62953001,https://polymarket.com/market/will-jon-stewart-win-the-2028-democratic-presidential-nomination-518
2026-09-12 17:31:50,democrat,Will Barack Obama win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),34032752.89074403,https://polymarket.com/market/will-barack-obama-win-the-2028-democratic-presidential-nomination-265
2026-09-12 17:31:50,democrat,Will Hillary Clinton win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43821967.420470044,https://polymarket.com/market/will-hillary-clinton-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will Liz Cheney win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),38478137.342622004,https://polymarket.com/market/will-liz-cheney-win-the-2028-democratic-presidential-nomination-551
2026-09-12 17:31:50,democrat,Will Bernie Sanders win the 2028 Democratic presidential nomination?,YES: 0.4% ($0.00) | NO: 99.7% ($1.00),52737365.09123902,https://polymarket.com/market/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879
2026-09-12 17:31:50,democrat,Will Phil Murphy win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),42389324.484364964,https://polymarket.com/market/will-phil-murphy-win-the-2028-democratic-presidential-nomination-611
2026-09-12 17:31:50,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43965868.04742705,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,biden,Will Hunter Biden win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),44389512.298681036,https://polymarket.com/market/will-person-a-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will George Clooney win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43405987.27337502,https://polymarket.com/market/will-george-clooney-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,YES: 0.6% ($0.01) | NO: 99.4% ($0.99),50431721.22225201,https://polymarket.com/market/will-chelsea-clinton-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will MrBeast win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),40994347.771763,https://polymarket.com/market/will-mrbeast-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,YES: 1.1% ($0.01) | NO: 98.9% ($0.99),12505746.39587599,https://polymarket.com/market/will-dwayne-the-rock-johnson-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),54387864.664329015,https://polymarket.com/market/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,democrat,Will Ro Khanna win the 2028 Democratic presidential nomination?,YES: 1.7% ($0.02) | NO: 98.4% ($0.98),11266274.666875996,https://polymarket.com/market/will-ro-khanna-win-the-2028-democratic-presidential-nomination
2026-09-12 17:31:50,newsom,Will Gavin Newsom win the 2028 US Presidential Election?,YES: 7.8% ($0.08) | NO: 92.2% ($0.92),18252521.753644012,https://polymarket.com/market/will-gavin-newsom-win-the-2028-us-presidential-election
2026-09-12 17:31:50,election,Will Stephen Smith win the 2028 US Presidential Election?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),33461982.473493967,https://polymarket.com/market/will-stephen-smith-win-the-2028-us-presidential-election
2026-09-12 17:31:50,election,Will Kim Kardashian win the 2028 US Presidential Election?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),40268298.93361595,https://polymarket.com/market/will-kim-kardashian-win-the-2028-us-presidential-election
2026-09-12 17:31:50,trump,Will Eric Trump win the 2028 US Presidential Election?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),18826538.410761002,https://polymarket.com/market/will-eric-trump-win-the-2028-us-presidential-election
2026-09-12 17:31:50,election,Will Tim Scott win the 2028 US Presidential Election?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),378977.880833,https://polymarket.com/market/will-tim-scott-win-the-2028-us-presidential-election
2026-09-12 17:36:33,newsom,Will Gavin Newsom win the 2028 Democratic presidential nomination?,YES: 13.9% ($0.14) | NO: 86.2% ($0.86),27234626.241445996,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568
2026-09-12 17:36:33,democrat,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,YES: 17.6% ($0.18) | NO: 82.3% ($0.82),15145911.98109599,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653
2026-09-12 17:36:33,democrat,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,YES: 5.7% ($0.06) | NO: 94.3% ($0.94),11987780.671215013,https://polymarket.com/market/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687
2026-09-12 17:36:33,democrat,Will Josh Shapiro win the 2028 Democratic presidential nomination?,YES: 6.3% ($0.06) | NO: 93.7% ($0.94),9879705.557846,https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
2026-09-12 17:36:33,democrat,Will Wes Moore win the 2028 Democratic presidential nomination?,YES: 1.6% ($0.02) | NO: 98.5% ($0.98),18419036.797280997,https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
2026-09-12 17:36:33,democrat,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),23008722.381689,https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
2026-09-12 17:36:33,harris,Will Kamala Harris win the 2028 Democratic presidential nomination?,YES: 7.8% ($0.08) | NO: 92.2% ($0.92),13193989.705646,https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
2026-09-12 17:36:33,democrat,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),12045077.492072998,https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676
2026-09-12 17:36:33,democrat,Will Andy Beshear win the 2028 Democratic presidential nomination?,YES: 2.6% ($0.03) | NO: 97.4% ($0.97),13156104.774033988,https://polymarket.com/market/will-andy-beshear-win-the-2028-democratic-presidential-nomination-832
2026-09-12 17:36:33,democrat,Will Jon Ossoff win the 2028 Democratic presidential nomination?,YES: 16.2% ($0.16) | NO: 83.9% ($0.84),12886118.178944012,https://polymarket.com/market/will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885
2026-09-12 17:36:33,democrat,Will Mark Cuban win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),22929453.16620101,https://polymarket.com/market/will-mark-cuban-win-the-2028-democratic-presidential-nomination-329
2026-09-12 17:36:33,democrat,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,YES: 1.4% ($0.01) | NO: 98.7% ($0.99),15649140.897768985,https://polymarket.com/market/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288
2026-09-12 17:36:33,democrat,Will Raphael Warnock win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),32183910.269714,https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
2026-09-12 17:36:33,democrat,Will Cory Booker win the 2028 Democratic presidential nomination?,YES: 0.7% ($0.01) | NO: 99.4% ($0.99),26281415.436262004,https://polymarket.com/market/will-corey-booker-win-the-2028-democratic-presidential-nomination-125
2026-09-12 17:36:33,democrat,Will Tim Walz win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43351808.53342804,https://polymarket.com/market/will-tim-walz-win-the-2028-democratic-presidential-nomination-475
2026-09-12 17:36:33,democrat,Will Michelle Obama win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),26243075.03258501,https://polymarket.com/market/will-michelle-obama-win-the-2028-democratic-presidential-nomination-777
2026-09-12 17:36:33,democrat,Will Mark Kelly win the 2028 Democratic presidential nomination?,YES: 2.9% ($0.03) | NO: 97.1% ($0.97),17550323.551484995,https://polymarket.com/market/will-mark-kelly-win-the-2028-democratic-presidential-nomination-479
2026-09-12 17:36:33,democrat,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,YES: 2.5% ($0.03) | NO: 97.5% ($0.97),14548174.053986,https://polymarket.com/market/will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299
2026-09-12 17:36:33,democrat,Will Gina Raimondo win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),35767988.234999016,https://polymarket.com/market/will-gina-raimondo-win-the-2028-democratic-presidential-nomination-676
2026-09-12 17:36:33,democrat,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),38929694.55671014,https://polymarket.com/market/will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445
2026-09-12 17:36:33,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),31515703.048226006,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-12 17:36:33,democrat,Will John Fetterman win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),25593967.144834,https://polymarket.com/market/will-john-fetterman-win-the-2028-democratic-presidential-nomination-941
2026-09-12 17:36:33,democrat,Will Jared Polis win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),27347557.555758,https://polymarket.com/market/will-jared-polis-win-the-2028-democratic-presidential-nomination-837
2026-09-12 17:36:33,democrat,Will Jon Stewart win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),24723035.62953001,https://polymarket.com/market/will-jon-stewart-win-the-2028-democratic-presidential-nomination-518
2026-09-12 17:36:33,democrat,Will Barack Obama win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),34032752.89074403,https://polymarket.com/market/will-barack-obama-win-the-2028-democratic-presidential-nomination-265
2026-09-12 17:36:33,democrat,Will Hillary Clinton win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43821967.420470044,https://polymarket.com/market/will-hillary-clinton-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Liz Cheney win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),38478137.342622004,https://polymarket.com/market/will-liz-cheney-win-the-2028-democratic-presidential-nomination-551
2026-09-12 17:36:33,democrat,Will Bernie Sanders win the 2028 Democratic presidential nomination?,YES: 0.4% ($0.00) | NO: 99.7% ($1.00),52737365.09123902,https://polymarket.com/market/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879
2026-09-12 17:36:33,democrat,Will Phil Murphy win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),42389324.484364964,https://polymarket.com/market/will-phil-murphy-win-the-2028-democratic-presidential-nomination-611
2026-09-12 17:36:33,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43965868.04742705,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,biden,Will Hunter Biden win the 2028 Democratic presidential nomination?,YES: 0.5% ($0.01) | NO: 99.5% ($0.99),44389512.298681036,https://polymarket.com/market/will-person-a-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will George Clooney win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),43405987.27337502,https://polymarket.com/market/will-george-clooney-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will MrBeast win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),40994347.771763,https://polymarket.com/market/will-mrbeast-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),54387864.664329015,https://polymarket.com/market/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Andrew Yang win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 99.9% ($1.00),48730907.92160399,https://polymarket.com/market/will-andrew-yang-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,YES: 0.1% ($0.00) | NO: 100.0% ($1.00),42810594.07664806,https://polymarket.com/market/will-beto-orourke-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Chris Murphy win the 2028 Democratic presidential nomination?,YES: 0.4% ($0.00) | NO: 99.6% ($1.00),17267574.262857,https://polymarket.com/market/will-chris-murphy-win-the-2028-democratic-presidential-nomination
2026-09-12 17:36:33,democrat,Will Elissa Slotkin win the 2028 Democratic presidential nomination?,YES: 0.2% ($0.00) | NO: 99.8% ($1.00),1180800.5934470003,https://polymarket.com/market/will-elissa-slotkin-win-the-2028-democratic-presidential-nomination
